,phrase_id,first_ws_index,total_ws,total,phrase_stem
6441,7478,0,1,3,district court refus depart downwardli appeal
6442,7479,-1,0,1,except court see light fact properli brought knowledg given polic regul relat object purport carri reason tendenc preserv protect public safeti health comfort moral decis legisl bodi necess reason regul question conclus
6443,7480,20,1,43,plaintiff may establish violat titl vii prove discrimin base sex creat hostil abus work environ
6444,7481,0,1,1,attack alleg trial error violat state law state court proceed preserv feder constitut law claim base alleg trial error feder habea corpu review
6445,7482,0,1,1,court may absenc compel evid congress intent
6446,7483,0,1,1,govern offici cannot wrong hold properti citizen mere claim act sovereign claim iter subject judici examin judici determin
6447,7484,0,1,1,feder court inher power dismiss civil case want prosecut
6448,7485,0,1,1,compar neglig appli unseaworthi claim well jone act claim
6449,7486,0,1,1,review district court factual find clear error court appeal simpli substitut judgment district court
6450,7487,-1,0,3,failur deliv miranda warn constitut violat
6451,7488,0,1,2,court infring upon trial court discret sentenc absent clear show gross abus discret
6452,7489,0,1,1,disclosur applic give two materi equival disclosur may suffici sustain reject claim specif one equival appear prior art in re switzer 166 f.2d 827 35 c.c.p.a patent 1013 applic favor posit argu invent lie use claim equival in re lindberg 194 f.2d 732 39 c.c.p.a patent 866
6453,7490,0,1,1,exercis invent origin faculti requir person cannot permit select exist form simpli put new use anymor permit take patent mere doubl use machin
6454,7491,0,1,1,court must interpret contract written long provis clearli express
6455,7493,0,1,1,statutori right may enforc via § 1983
6456,7494,0,1,2,indict must set forth offens clear necessari certainti appris accus crime stand charg everi ingredi offens compos must accur clearli alleg
6457,7495,0,1,1,trial court may exercis broad discret determin whether use gener verdict procedur describ rule 49 feder rule civil procedur
6458,7496,0,1,1,condit employ design harass humili employe race action advers employ action titl vii
6459,7497,0,1,1,limit period instrument reform subject discoveri rule
6460,7499,0,1,1,one conspir need know ident co-conspir awar detail conspiraci order found agre particip
6461,7500,0,1,1,appel court without jurisdict recal mandat expir term decre enter
6462,7501,0,1,1,trial court determin regard enjoy protect clearli erron standard review
6463,7502,0,2,3,determin whether jurisdict feder court look substanc action label parti may attach
6464,7503,0,1,1,minimum requir due process parol revoc proceed includ opportun heard person present wit documentari evid well right confront cross-examin advers wit unless hear offic specif find good caus allow confront
6465,7504,-1,0,1,determin custom servic merchandis cover certain provis tsu conclus law
6466,7505,0,1,1,section 1983 complain must establish claim relief ground constitut statutori right section 1983
6467,7506,0,2,2,credibl threat present futur crimin prosecut confer stand
6468,7508,0,1,1,parti cannot rest claim relief legal right interest third parti
6469,7509,0,1,1,lessor pay broker commiss incur expens secur leas may deduct commiss expens one year must spread life leas
6470,7510,0,1,1,limit time argument counsel within sound discret trial court
6471,7511,0,1,1,member unit state militari may seek damag injuri suffer incid militari servic
6472,7512,1,1,2,equit relief includ monetari damag requir afford complet relief
6473,7513,0,1,1,arrest made probabl caus fact circumst within knowledg arrest offic reason trustworthi inform suffici warrant man reason prudenc believ offens commit defend
6474,7514,0,1,1,whether invent would obviou time invent made mix question law fact
6475,7515,0,1,1,must assess suffici evid whole includ reason infer light favor verdict view whether ration trier fact could found defend guilti beyond reason doubt
6476,7516,0,1,1,beneficiari gift accept cannot object form gift
6477,7521,0,1,1,prison possess constitut right access court
6478,7522,0,1,1,conting specul mere possibl consequ proper consid juri ascertain damag would plainli unjust compel one pay damag result may may ensu
6479,7523,0,1,1,impli right action exist section 10 b 1934 act rule 10b-5 contain substanti languag section 206 advis act
6480,7525,0,1,1,govern retain broad discret determin person prosecut charg bring person
6481,7526,0,1,1,review appeal guideline-bas sentenc court uphold district court sentenc long result correct applic guidelin factual find clearli erron
6482,7528,17,1,42,fundament requisit due process law opportun heard
6483,7530,1,2,7,individu whose properti interest stake entitl notic opportun heard
6484,7531,17,1,19,proper administr crimin law cannot left mere stipul parti
6485,7532,0,1,1,corpor entiti may guilti great varieti crimin act
6486,7534,3,1,4,alleg invalid base upon patent patent offic reject anticip invent presumpt novelti invent greatli strengthen
6487,7535,0,1,1,district court may hold evidentiari hear make order necessari evalu jurisdict
6488,7536,0,1,1,govern statut constru oklahoma court time author issuanc improv bond enter becom essenti part contract way oblig impos cannot impair subsequ chang law purpos rule chang decis right acquir tantamount amend law legisl enact
6489,7537,0,1,1,failur investig establish actual malic
6490,7538,0,1,1,person engag convers assum risk anoth parti convers might choos divulg even record convers
6491,7539,-1,0,1,amend despit express term also preclud citizen bring suit feder court state
6492,7541,0,8,9,defect indict go jurisdict court pronounc sentenc may rais habea corpu
6493,7542,0,1,1,case kind necessari appel trace cotton actual interst commerc appelle expect cotton move interst commerc
6494,7543,-1,0,1,wit may properli refus answer question ground answer incrimin even though question face harmless set answer would possibl step disclosur crime
6495,7544,0,1,1,fourth amend applic feder govern offic applic search offic state
6496,7545,31,1,37,board court determin effect prior unfair labor practic may expung
6497,7546,-1,0,1,debtor need insolv file bankruptci protect
6498,7547,0,1,1,crimin defend seek suppress evid must prior trial
6499,7548,0,1,1,premium charg agent person compani agent credit insur equival payment premium insur purpos keep polici forc
6500,7549,-1,0,1,use declaratori judgment procedur mere mean review decis alreadi made state court improp
6501,7550,0,1,1,opposit proceed oppos need show actual damag asbeston co v philip carey mfg
6502,7551,4,1,7,fifth amend compens provis design bar govern forc peopl alon bear public burden fair justic born public whole
6503,7552,0,1,1,statement opinion regard futur event constitut action misrepresent unless offer one profess superior knowledg
6504,7553,0,1,1,credibl determin underli find fact appropri bench verdict countri floor 930 f.2d 1062 rare disturb
6505,7554,0,1,1,even though parti subsequ suit name parti prior suit parti bound prior judgment particip first proceed repres parti proceed
6506,7555,-1,0,1,failur pay premium allot way result termin insur
6507,7556,0,1,1,parol evid admiss purpos establish execut written instrument procur fraud
6508,7557,1,1,3,patent cannot issu applic alleg invent known use other invent discoveri
6509,7558,0,1,1,feder prosecutor may resort improp mean argument order obtain convict
6510,7559,0,1,1,legitim children automat consid depend insur individu absent narrow circumst present case
6511,7560,0,1,1,congress intend multipl punish act transgress imposit sentenc constitut violat
6512,7561,0,1,1,right discharg § 14 act effect discharg entir distinct matter
6513,7562,0,1,1,bia need list everi possibl posit neg factor decis duti write exegesi everi content
6514,7563,0,3,3,denial assist counsel critic stage proceed constitut error subject prejudic inquiri
6515,7566,0,1,1,estoppel bar creat statut interpos statutori right favor court
6516,7567,0,1,2,issu outrag govern conduct court juri resolv
6517,7568,0,1,1,properti actual use commit offens may subject forfeitur
6518,7569,23,4,99,consist verdict necessari
6519,7570,0,1,1,argument present trial court cannot rais first time appeal
6520,7572,0,3,6,credibl wit reason infer drawn evid matter determin trial examin board
6521,7573,0,1,1,person constitut inher vest right govern offic posit
6522,7574,-1,0,2,unpublish case bind preced
6523,7575,0,1,2,claim patent measur patente right
6524,7576,3,1,9,congress — give execut author matter foreign affair — must necess paint brush broader customarili wield domest area
6525,7578,0,1,1,taxpay need expect immedi profit exist start loss preclud bona fide profit motiv
6526,7579,-1,0,1,denial summari judgment base issu qualifi immun though technic interlocutori review appel court
6527,7580,0,1,1,absent contrari legisl intent statut given prospect effect
6528,7581,0,1,1,commerci success constitut patent
6529,7582,0,1,2,subject matter jurisdict feder court challeng stage litig includ first time appeal even parti first invok
6530,7583,0,1,1,public closed-door set disput one mani consider board look determin scope permiss languag
6531,7584,0,1,3,may reli inform alon determin element convict
6532,7585,0,1,1,offic may approach person ask question seek permiss search provid offic impli answer consent obligatori
6533,7586,0,1,1,revers trial court decis admit exclud evid clear abus discret
6534,7587,0,3,3,give defer bia answer first question
6535,7588,0,1,1,holder patent cover mere combin old element entitl invok doctrin equival term equival appli invent signif somewhat limit appli invent consist new devic entir new machin
6536,7590,0,1,1,author dismiss appeal convict defend becom fugit appeal pend recaptur
6537,7591,0,2,17,claim address appel brief deem abandon
6538,7593,0,1,1,common law transfer possess essenti part valid pledg
6539,7594,-1,0,2,lower feder court jurisdict hear appeal state court decis even state judgment challeng unconstitut
